seed,task_id,task_type,start,task_spec
2707,40,branch,"[7, 2, 0]","{""A"": {""kind"": ""exact"", ""state"": [8, 3, 1]}, ""B"": {""kind"": ""exact"", ""state"": [8, 4, 2]}, ""CA"": {""kind"": ""exact"", ""state"": [10, 10, 2]}, ""CB"": {""kind"": ""exact"", ""state"": [10, 2, 1]}, ""generation_distance_A"": 15, ""generation_distance_B"": 11, ""op"": ""BRANCH""}"
2707,41,branch,"[2, 1, 1]","{""A"": {""kind"": ""exact"", ""state"": [5, 2, 1]}, ""B"": {""kind"": ""exact"", ""state"": [7, 2, 1]}, ""CA"": {""kind"": ""exact"", ""state"": [5, 10, 2]}, ""CB"": {""kind"": ""exact"", ""state"": [9, 3, 2]}, ""generation_distance_A"": 16, ""generation_distance_B"": 11, ""op"": ""BRANCH""}"
2707,42,branch,"[3, 8, 0]","{""A"": {""kind"": ""exact"", ""state"": [1, 8, 1]}, ""B"": {""kind"": ""exact"", ""state"": [4, 5, 2]}, ""CA"": {""kind"": ""exact"", ""state"": [9, 2, 1]}, ""CB"": {""kind"": ""exact"", ""state"": [5, 7, 2]}, ""generation_distance_A"": 18, ""generation_distance_B"": 11, ""op"": ""BRANCH""}"
2707,43,branch,"[7, 5, 2]","{""A"": {""kind"": ""exact"", ""state"": [10, 5, 2]}, ""B"": {""kind"": ""exact"", ""state"": [9, 4, 1]}, ""CA"": {""kind"": ""exact"", ""state"": [6, 7, 1]}, ""CB"": {""kind"": ""exact"", ""state"": [7, 4, 1]}, ""generation_distance_A"": 13, ""generation_distance_B"": 7, ""op"": ""BRANCH""}"
2707,44,branch,"[5, 5, 2]","{""A"": {""kind"": ""exact"", ""state"": [6, 7, 0]}, ""B"": {""kind"": ""exact"", ""state"": [2, 3, 1]}, ""CA"": {""kind"": ""exact"", ""state"": [7, 4, 2]}, ""CB"": {""kind"": ""exact"", ""state"": [1, 4, 2]}, ""generation_distance_A"": 13, ""generation_distance_B"": 9, ""op"": ""BRANCH""}"
2707,45,branch,"[7, 2, 0]","{""A"": {""kind"": ""exact"", ""state"": [6, 6, 0]}, ""B"": {""kind"": ""exact"", ""state"": [10, 4, 0]}, ""CA"": {""kind"": ""exact"", ""state"": [7, 10, 0]}, ""CB"": {""kind"": ""exact"", ""state"": [8, 6, 0]}, ""generation_distance_A"": 16, ""generation_distance_B"": 9, ""op"": ""BRANCH""}"
2808,0,sequence,"[7, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 4]}, {""kind"": ""exact"", ""state"": [3, 6]}, {""kind"": ""exact"", ""state"": [6, 7]}], ""op"": ""SEQ""}"
2808,1,all_of,"[7, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 4]}, {""kind"": ""exact"", ""state"": [3, 6]}, {""kind"": ""exact"", ""state"": [1, 1]}], ""op"": ""ALL""}"
2808,2,condition_then,"[7, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 4, ""var"": 1}, {""kind"": ""exact"", ""state"": [1, 7]}], ""op"": ""SEQ""}"
2808,3,sequence,"[8, 4]","{""goals"": [{""kind"": ""exact"", ""state"": [9, 7]}, {""kind"": ""exact"", ""state"": [1, 4]}, {""kind"": ""exact"", ""state"": [5, 8]}], ""op"": ""SEQ""}"
2808,4,all_of,"[8, 4]","{""goals"": [{""kind"": ""exact"", ""state"": [9, 7]}, {""kind"": ""exact"", ""state"": [7, 6]}, {""kind"": ""exact"", ""state"": [1, 4]}], ""op"": ""ALL""}"
2808,5,condition_then,"[8, 4]","{""goals"": [{""kind"": ""var_eq"", ""value"": 9, ""var"": 0}, {""kind"": ""exact"", ""state"": [1, 5]}], ""op"": ""SEQ""}"
2808,6,sequence,"[9, 3]","{""goals"": [{""kind"": ""exact"", ""state"": [1, 5]}, {""kind"": ""exact"", ""state"": [7, 9]}, {""kind"": ""exact"", ""state"": [5, 2]}], ""op"": ""SEQ""}"
2808,7,all_of,"[9, 3]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 2]}, {""kind"": ""exact"", ""state"": [7, 9]}, {""kind"": ""exact"", ""state"": [1, 5]}], ""op"": ""ALL""}"
2808,8,condition_then,"[9, 3]","{""goals"": [{""kind"": ""var_eq"", ""value"": 1, ""var"": 0}, {""kind"": ""exact"", ""state"": [10, 4]}], ""op"": ""SEQ""}"
2808,9,sequence,"[6, 6]","{""goals"": [{""kind"": ""exact"", ""state"": [3, 2]}, {""kind"": ""exact"", ""state"": [2, 9]}, {""kind"": ""exact"", ""state"": [3, 3]}], ""op"": ""SEQ""}"
2808,10,all_of,"[6, 6]","{""goals"": [{""kind"": ""exact"", ""state"": [6, 7]}, {""kind"": ""exact"", ""state"": [3, 2]}, {""kind"": ""exact"", ""state"": [2, 9]}], ""op"": ""ALL""}"
2808,11,condition_then,"[6, 6]","{""goals"": [{""kind"": ""var_eq"", ""value"": 3, ""var"": 0}, {""kind"": ""exact"", ""state"": [10, 8]}], ""op"": ""SEQ""}"
2808,12,sequence,"[1, 8]","{""goals"": [{""kind"": ""exact"", ""state"": [3, 5]}, {""kind"": ""exact"", ""state"": [7, 9]}, {""kind"": ""exact"", ""state"": [6, 4]}], ""op"": ""SEQ""}"
2808,13,all_of,"[1, 8]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 9]}, {""kind"": ""exact"", ""state"": [10, 3]}, {""kind"": ""exact"", ""state"": [3, 5]}], ""op"": ""ALL""}"
2808,14,condition_then,"[1, 8]","{""goals"": [{""kind"": ""var_eq"", ""value"": 5, ""var"": 1}, {""kind"": ""exact"", ""state"": [5, 4]}], ""op"": ""SEQ""}"
2808,15,sequence,"[1, 7]","{""goals"": [{""kind"": ""exact"", ""state"": [3, 3]}, {""kind"": ""exact"", ""state"": [5, 8]}, {""kind"": ""exact"", ""state"": [5, 1]}], ""op"": ""SEQ""}"
2808,16,all_of,"[1, 7]","{""goals"": [{""kind"": ""exact"", ""state"": [3, 3]}, {""kind"": ""exact"", ""state"": [5, 2]}, {""kind"": ""exact"", ""state"": [5, 8]}], ""op"": ""ALL""}"
2808,17,condition_then,"[1, 7]","{""goals"": [{""kind"": ""var_eq"", ""value"": 3, ""var"": 0}, {""kind"": ""exact"", ""state"": [1, 10]}], ""op"": ""SEQ""}"
2808,18,sequence,"[2, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 7]}, {""kind"": ""exact"", ""state"": [9, 4]}, {""kind"": ""exact"", ""state"": [5, 10]}], ""op"": ""SEQ""}"
2808,19,all_of,"[2, 2]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 7]}, {""kind"": ""exact"", ""state"": [6, 8]}, {""kind"": ""exact"", ""state"": [9, 4]}], ""op"": ""ALL""}"
2808,20,condition_then,"[2, 2]","{""goals"": [{""kind"": ""var_eq"", ""value"": 7, ""var"": 1}, {""kind"": ""exact"", ""state"": [2, 5]}], ""op"": ""SEQ""}"
2808,21,sequence,"[8, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 4]}, {""kind"": ""exact"", ""state"": [10, 8]}, {""kind"": ""exact"", ""state"": [1, 10]}], ""op"": ""SEQ""}"
2808,22,all_of,"[8, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [10, 8]}, {""kind"": ""exact"", ""state"": [7, 4]}, {""kind"": ""exact"", ""state"": [10, 1]}], ""op"": ""ALL""}"
2808,23,condition_then,"[8, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 4, ""var"": 1}, {""kind"": ""exact"", ""state"": [5, 6]}], ""op"": ""SEQ""}"
2808,24,sequence,"[10, 8]","{""goals"": [{""kind"": ""exact"", ""state"": [3, 10]}, {""kind"": ""exact"", ""state"": [3, 3]}, {""kind"": ""exact"", ""state"": [5, 8]}], ""op"": ""SEQ""}"
2808,25,all_of,"[10, 8]","{""goals"": [{""kind"": ""exact"", ""state"": [3, 3]}, {""kind"": ""exact"", ""state"": [5, 5]}, {""kind"": ""exact"", ""state"": [3, 10]}], ""op"": ""ALL""}"
2808,26,condition_then,"[10, 8]","{""goals"": [{""kind"": ""var_eq"", ""value"": 3, ""var"": 0}, {""kind"": ""exact"", ""state"": [4, 3]}], ""op"": ""SEQ""}"
2808,27,sequence,"[2, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 3]}, {""kind"": ""exact"", ""state"": [9, 7]}, {""kind"": ""exact"", ""state"": [5, 6]}], ""op"": ""SEQ""}"
2808,28,all_of,"[2, 1]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 3]}, {""kind"": ""exact"", ""state"": [5, 2]}, {""kind"": ""exact"", ""state"": [9, 7]}], ""op"": ""ALL""}"
2808,29,condition_then,"[2, 1]","{""goals"": [{""kind"": ""var_eq"", ""value"": 5, ""var"": 0}, {""kind"": ""exact"", ""state"": [3, 2]}], ""op"": ""SEQ""}"
2808,30,sequence,"[6, 8]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 2]}, {""kind"": ""exact"", ""state"": [7, 7]}, {""kind"": ""exact"", ""state"": [3, 9]}], ""op"": ""SEQ""}"
2808,31,all_of,"[6, 8]","{""goals"": [{""kind"": ""exact"", ""state"": [7, 7]}, {""kind"": ""exact"", ""state"": [5, 2]}, {""kind"": ""exact"", ""state"": [3, 3]}], ""op"": ""ALL""}"
2808,32,condition_then,"[6, 8]","{""goals"": [{""kind"": ""var_eq"", ""value"": 5, ""var"": 0}, {""kind"": ""exact"", ""state"": [7, 6]}], ""op"": ""SEQ""}"
2808,33,sequence,"[1, 9]","{""goals"": [{""kind"": ""exact"", ""state"": [5, 7]}, {""kind"": ""exact"", ""state"": [8, 10]}, {""kind"": ""exact"", ""state"": [3, 8]}], ""op"": ""SEQ""}"
2808,34,all_of,"[1, 9]","{""goals"": [{""kind"": ""exact"", ""state"": [8, 4]}, {""kind"": ""exact"", ""state"": [8, 10]}, {""kind"": ""exact"", ""state"": [5, 7]}], ""op"": ""ALL""}"
2808,35,condition_then,"[1, 9]","{""goals"": [{""kind"": ""var_eq"", ""value"": 5, ""var"": 0}, {""kind"": ""exact"", ""state"": [6, 1]}], ""op"": ""SEQ""}"
2808,36,branch,"[1, 5]","{""A"": {""kind"": ""exact"", ""state"": [3, 8]}, ""B"": {""kind"": ""exact"", ""state"": [10, 4]}, ""CA"": {""kind"": ""exact"", ""state"": [8, 1]}, ""CB"": {""kind"": ""exact"", ""state"": [10, 6]}, ""generation_distance_A"": 14, ""generation_distance_B"": 7, ""op"": ""BRANCH""}"
2808,37,branch,"[2, 1]","{""A"": {""kind"": ""exact"", ""state"": [5, 1]}, ""B"": {""kind"": ""exact"", ""state"": [7, 2]}, ""CA"": {""kind"": ""exact"", ""state"": [9, 7]}, ""CB"": {""kind"": ""exact"", ""state"": [9, 2]}, ""generation_distance_A"": 12, ""generation_distance_B"": 8, ""op"": ""BRANCH""}"
2808,38,branch,"[10, 9]","{""A"": {""kind"": ""exact"", ""state"": [6, 7]}, ""B"": {""kind"": ""exact"", ""state"": [9, 6]}, ""CA"": {""kind"": ""exact"", ""state"": [2, 1]}, ""CB"": {""kind"": ""exact"", ""state"": [10, 3]}, ""generation_distance_A"": 14, ""generation_distance_B"": 8, ""op"": ""BRANCH""}"
2808,39,branch,"[9, 6]","{""A"": {""kind"": ""exact"", ""state"": [5, 8]}, ""B"": {""kind"": ""exact"", ""state"": [3, 8]}, ""CA"": {""kind"": ""exact"", ""state"": [3, 1]}, ""CB"": {""kind"": ""exact"", ""state"": [5, 7]}, ""generation_distance_A"": 14, ""generation_distance_B"": 10, ""op"": ""BRANCH""}"
2808,40,branch,"[4, 1]","{""A"": {""kind"": ""exact"", ""state"": [8, 1]}, ""B"": {""kind"": ""exact"", ""state"": [10, 1]}, ""CA"": {""kind"": ""exact"", ""state"": [3, 9]}, ""CB"": {""kind"": ""exact"", ""state"": [9, 5]}, ""generation_distance_A"": 17, ""generation_distance_B"": 11, ""op"": ""BRANCH""}"
2808,41,branch,"[4, 7]","{""A"": {""kind"": ""exact"", ""state"": [10, 8]}, ""B"": {""kind"": ""exact"", ""state"": [2, 2]}, ""CA"": {""kind"": ""exact"", ""state"": [3, 1]}, ""CB"": {""kind"": ""exact"", ""state"": [4, 4]}, ""generation_distance_A"": 17, ""generation_distance_B"": 11, ""op"": ""BRANCH""}"
2808,42,branch,"[3, 2]","{""A"": {""kind"": ""exact"", ""state"": [2, 5]}, ""B"": {""kind"": ""exact"", ""state"": [1, 5]}, ""CA"": {""kind"": ""exact"", ""state"": [5, 10]}, ""CB"": {""kind"": ""exact"", ""state"": [2, 7]}, ""generation_distance_A"": 12, ""generation_distance_B"": 8, ""op"": ""BRANCH""}"
2808,43,branch,"[10, 9]","{""A"": {""kind"": ""exact"", ""state"": [6, 7]}, ""B"": {""kind"": ""exact"", ""state"": [5, 10]}, ""CA"": {""kind"": ""exact"", ""state"": [1, 3]}, ""CB"": {""kind"": ""exact"", ""state"": [8, 10]}, ""generation_distance_A"": 13, ""generation_distance_B"": 6, ""op"": ""BRANCH""}"
2808,44,branch,"[8, 1]","{""A"": {""kind"": ""exact"", ""state"": [7, 5]}, ""B"": {""kind"": ""exact"", ""state"": [10, 6]}, ""CA"": {""kind"": ""exact"", ""state"": [1, 3]}, ""CB"": {""kind"": ""exact"", ""state"": [10, 4]}, ""generation_distance_A"": 13, ""generation_distance_B"": 9, ""op"": ""BRANCH""}"
2808,45,branch,"[5, 3]","{""A"": {""kind"": ""exact"", ""state"": [9, 5]}, ""B"": {""kind"": ""exact"", ""state"": [3, 6]}, ""CA"": {""kind"": ""exact"", ""state"": [2, 2]}, ""CB"": {""kind"": ""exact"", ""state"": [10, 7]}, ""generation_distance_A"": 14, ""generation_distance_B"": 10, ""op"": ""BRANCH""}"
